index,Geography,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,migration rate,migration st. dev. ,unemployment rate,unemployment st. dev.,birth rate,birth st. dev,death rate,death st. dev.,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,Initial Population,Initial Amenities,Population Density,prop_of_pop_modeled,emp_density,world_side_size,prop_tertiary_job,prop_tertiary_people,pareto_alpha,job_1_amenity_effect,job_1_price_effect,job_2_amenity_effect,job_2_price_effect,vacant_amenity_effect,vacant_price_effect,hood_price_effect,hood_amenities_effect,real_modeled_population
131,"Mobile, AL Urbanized Area",0.064966579,0.270407538,0.302000388,0.391438455,0.475948112,0.553686848,0.626948664,0.696941834,0.772451786,0.854281167,0.930421771,0.221753594,0.345454234,0.526598618,0.66020898,0.793372056,0.879313128,0.911309384,0.527412108,0.546471866,0.951310362,0.97222456,-0.002358467,0.001181463,0.0998,0.01601749,0.013368973,0.000108715,0.010544496,0.000250599,0.082613812,0.253850498,0.294224146,0.455567865,0.588383632,0.694464681,0.766349258,0.829030576,0.883987189,0.93579702,0.969696055,0.283207586,0.422408705,0.618696589,0.754471732,0.869049452,0.922370211,0.946063336,0.495734605,0.521367695,0.940186741,0.963853067,400,57,1253,0.001433301,44,15,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,279076
132,"Modesto, CA Urbanized Area",0.070157668,0.302062153,0.334059186,0.421118366,0.505647784,0.584159727,0.656288249,0.729869309,0.802932676,0.877420479,0.944771116,0.220332091,0.361088999,0.532179915,0.655571653,0.781239262,0.861732217,0.897675607,0.433535195,0.730120466,0.759342209,0.819840533,0.003556431,0.002142508,0.1516,0.01862901,0.014418267,0.000224722,0.007305702,0.000329078,0.091277278,0.313935859,0.347480469,0.476854289,0.599910857,0.695940112,0.757147269,0.823253806,0.883232608,0.934142644,0.969989541,0.26933451,0.417128472,0.6026297,0.730011606,0.842305156,0.907322947,0.930704723,0.408849188,0.715380053,0.757087998,0.801178213,400,100,3486,0.001248958,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,320267
133,"Monroe, LA Urbanized Area",0.069141125,0.28493868,0.324144176,0.421506329,0.50932105,0.589371838,0.658379102,0.727429674,0.7947184,0.867294632,0.940435835,0.234520044,0.373503095,0.558992242,0.683764496,0.817041062,0.88473495,0.918108831,0.506186509,0.517599214,0.971240121,0.981924901,-0.003629531,0.003704868,0.085,0.003577709,0.014439415,0.000239567,0.010179663,0.000267597,0.07023877,0.233028608,0.293620481,0.458221423,0.58487544,0.677796122,0.743648818,0.80878693,0.867025602,0.926102062,0.964270754,0.298283044,0.436289749,0.638037184,0.752148735,0.862440313,0.907670426,0.932601849,0.4539643,0.463635616,0.96390002,0.97623888,400,57,1240,0.003937085,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,101598
134,"Montgomery, AL Urbanized Area",0.064292346,0.268433615,0.303053808,0.398227392,0.485463737,0.56885389,0.647264727,0.719756146,0.79471667,0.869909538,0.942131973,0.238918754,0.348996204,0.506304822,0.637365253,0.775470027,0.861055862,0.896080146,0.422575134,0.441567055,0.947741093,0.96851358,-0.004131592,0.003099131,0.085,0.00609918,0.012766313,0.000203559,0.00924604,0.000249554,0.07831245,0.265299771,0.321174779,0.489829793,0.620638296,0.71676065,0.795317629,0.859810453,0.912980816,0.947741065,0.978073848,0.319566253,0.45178003,0.628137249,0.741695359,0.861647069,0.917121419,0.937688127,0.318278133,0.336480894,0.930548643,0.955950739,400,52,1457,0.001787262,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,223806
135,"Murfreesboro, TN Urbanized Area",0.058359811,0.242105477,0.286291411,0.428824116,0.519975542,0.604135958,0.680966887,0.756464189,0.826790764,0.895095842,0.950462402,0.206271519,0.313704108,0.474956519,0.596573184,0.751572612,0.85573969,0.892105979,0.731947005,0.773984321,0.927042722,0.959108861,0.021125041,0.00288188,0.0744,0.012626955,0.013112848,0.000209612,0.005895096,0.00016374,0.057917552,0.194309673,0.27607905,0.545329448,0.683653231,0.762437899,0.831977725,0.880818404,0.920640356,0.954635019,0.982052988,0.279087549,0.430032709,0.627466973,0.754020645,0.872630729,0.929178879,0.950783739,0.691752699,0.737478271,0.930093893,0.948187239,400,43,1658,0.003119589,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,128222
136,"Murrieta--Temecula--Menifee, CA Urbanized Area",0.067589602,0.313047437,0.346045747,0.421946768,0.496627787,0.572215506,0.648009206,0.729193537,0.809053432,0.884894295,0.946979687,0.186234691,0.285608313,0.443207037,0.561016086,0.684497783,0.782161429,0.830473714,0.497743046,0.679507014,0.73267998,0.806507311,0.007484314,0.001552215,0.1166,0.014745847,0.013108818,0.000302513,0.006929593,0.000185985,0.092067847,0.30935012,0.341368479,0.444846729,0.570032949,0.669157297,0.750214746,0.819792561,0.875824049,0.922432339,0.961168733,0.191901071,0.305009361,0.482738675,0.599051829,0.722951134,0.816998292,0.859775425,0.472313404,0.648667058,0.722774143,0.796970597,400,86,2570,0.000962526,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,415573
137,"Muskegon, MI Urbanized Area",0.060165353,0.266523824,0.297274413,0.379933061,0.455219547,0.527544755,0.595667433,0.672131632,0.74936866,0.837546455,0.926384774,0.229741241,0.35211854,0.538756076,0.667194341,0.800287218,0.885210717,0.920126432,0.768418162,0.802362647,0.943217843,0.952532388,0.003391098,0.000637913,0.1206,0.023243063,0.012181534,0.000252818,0.007627258,0.000157595,0.085186323,0.249391526,0.294713958,0.463810582,0.603204235,0.685098104,0.747528691,0.810494892,0.866135778,0.914049639,0.963554589,0.310293862,0.481361937,0.681707529,0.796133281,0.894703095,0.94867197,0.966364545,0.660377358,0.700463537,0.918949896,0.933233227,400,43,1205,0.002955367,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,135347
138,"Myrtle Beach--Socastee, SC--NC Urbanized Area",0.054330359,0.221113625,0.248941343,0.330053958,0.411276621,0.486547672,0.554964262,0.632434041,0.711328838,0.798896144,0.891741296,0.192456065,0.322013275,0.527111328,0.670039702,0.808234501,0.891309792,0.920173458,0.790260227,0.835420839,0.941212501,0.954201203,0.029225162,0.003924141,0.0914,0.011586199,0.009643007,0.00036131,0.010529028,0.000310656,0.067067454,0.214920946,0.267671284,0.413517307,0.53295903,0.61220901,0.673942636,0.741423237,0.802436505,0.866251755,0.93654493,0.258301837,0.391472525,0.592682249,0.731079902,0.85973783,0.920110228,0.939166214,0.760246846,0.795429958,0.933514266,0.942686334,400,57,936,0.002245891,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,178103
139,"Nampa, ID Urbanized Area",0.079394169,0.33707168,0.371498908,0.453683849,0.536202125,0.618112895,0.692786992,0.765966136,0.831236165,0.892354668,0.94912828,0.240576025,0.361080544,0.564945873,0.727738604,0.860470752,0.930048664,0.953753104,0.692758225,0.890489239,0.895853847,0.904295757,0.015142772,0.003190608,0.0976,0.017036432,0.012948658,0.000321874,0.006262145,0.000179381,0.096356143,0.296112132,0.350042915,0.507919732,0.638877264,0.707618973,0.770657625,0.833845237,0.878441164,0.923448506,0.966838562,0.307258907,0.44398574,0.671781844,0.80956381,0.905048249,0.952539491,0.966563544,0.704653321,0.892615165,0.898562817,0.908068381,400,57,1997,0.002886003,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,138600
140,"Nashua, NH--MA Urbanized Area",0.04967764,0.249822039,0.27764887,0.346728014,0.418616955,0.491148686,0.564141438,0.644253627,0.738830122,0.842650408,0.93040906,0.157062882,0.235414478,0.374197916,0.493746661,0.648118338,0.755142715,0.807701425,0.866022214,0.909734254,0.926928192,0.967293458,0.003224949,0.000593707,0.0654,0.010480458,0.010710664,0.00020625,0.007294219,0.000162555,0.071158231,0.212398703,0.238312729,0.369146959,0.529175853,0.641898857,0.729971934,0.794440975,0.854688829,0.918300088,0.967156003,0.161525982,0.254170848,0.406281358,0.561833579,0.735982294,0.83253777,0.876473512,0.76717536,0.858649877,0.892236167,0.953522634,400,52,1081,0.002030931,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,196954
141,"Nashville-Davidson, TN Urbanized Area",0.063514708,0.255143292,0.285507531,0.36617741,0.461657132,0.552725378,0.634508637,0.715349137,0.793215434,0.869960121,0.940809566,0.178490363,0.271326483,0.431870448,0.571179777,0.726543834,0.822735919,0.858633138,0.649303421,0.708136643,0.915575396,0.948273763,0.013556527,0.00096961,0.066,0.01150652,0.013190684,0.000135144,0.007233832,0.000117535,0.073160667,0.223900504,0.270673263,0.417609038,0.591193771,0.705315656,0.781269237,0.841056975,0.894204419,0.935512186,0.97337612,0.218986542,0.322188999,0.502081491,0.650418881,0.803165386,0.879250724,0.905226822,0.622457506,0.679423158,0.898594424,0.944460485,400,48,1596,0.000444907,44,24,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,899064
142,"New Bedford, MA Urbanized Area",0.053848437,0.237905751,0.277541488,0.372571691,0.45296844,0.533277124,0.605050034,0.679412705,0.762063263,0.847171485,0.927354595,0.218700898,0.35035894,0.52395994,0.64678504,0.781036024,0.871152931,0.910021839,0.748686504,0.79032151,0.840569581,0.859120381,0.004031362,0.000700099,0.098,0.012049896,0.010183676,6.95E-05,0.008977512,0.000206576,0.065659746,0.215575582,0.301194334,0.460557203,0.610461588,0.702206598,0.770637474,0.831613782,0.89078084,0.931317203,0.968544241,0.320058058,0.454198078,0.615871088,0.740398999,0.849642323,0.918274856,0.936817785,0.632744861,0.688025232,0.763679854,0.799930145,400,57,2226,0.003261658,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,122637
143,"New Haven, CT Urbanized Area",0.05131098,0.234672196,0.27597868,0.364437407,0.445510827,0.52482093,0.595556967,0.668118552,0.754516451,0.843921412,0.926054443,0.182314776,0.271720659,0.417488403,0.532731029,0.667522068,0.777773702,0.827942795,0.652717757,0.732889986,0.876080826,0.916893652,-0.00246362,0.001108904,0.088,0.011730303,0.010056134,0.000197689,0.008866404,0.000194681,0.066790842,0.209516913,0.267111202,0.419006208,0.581055164,0.702945536,0.778276253,0.833295999,0.88034049,0.932052301,0.969418472,0.252992913,0.363606979,0.521936055,0.643069212,0.775906653,0.866575948,0.903891585,0.52229733,0.624845883,0.800624194,0.862714584,400,64,1533,0.000852462,44,17,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,469229
144,"New Orleans, LA Urbanized Area",0.06113458,0.244136193,0.272233606,0.355241165,0.453039249,0.54137556,0.615157965,0.687603908,0.764533465,0.848546468,0.930002998,0.211336671,0.324118554,0.49000975,0.622863004,0.758071835,0.848151088,0.8829343,0.456684175,0.519961619,0.922813497,0.956100256,0.001508993,0.003012394,0.0848,0.008471127,0.012953041,0.000145829,0.008896036,0.00022622,0.077345063,0.232056669,0.267294782,0.404215487,0.57109338,0.691374875,0.768521655,0.829990896,0.882420105,0.928920666,0.970455901,0.260790924,0.372091856,0.543232122,0.6752436,0.806691696,0.886028137,0.912821835,0.420224955,0.49798839,0.907814144,0.944780715,400,53,3211,0.000495536,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,807206
145,"North Port--Port Charlotte, FL Urbanized Area",0.045201967,0.232521895,0.261094094,0.330047817,0.386439073,0.446843714,0.515165607,0.585202708,0.66830437,0.767072049,0.873275104,0.190753133,0.313067886,0.515836164,0.666008037,0.805370639,0.887637332,0.919468021,0.812560312,0.874932861,0.950396528,0.965359094,0.023288,0.00435612,0.1088,0.0208173,0.007078163,0.000227196,0.013540896,0.000290264,0.061901505,0.238288904,0.264225238,0.364726217,0.450743151,0.517423374,0.602173993,0.660803416,0.725533331,0.822863904,0.905405405,0.209544723,0.32877568,0.539979505,0.698580003,0.819440785,0.889006002,0.909647197,0.823191996,0.880412584,0.950292333,0.960496339,400,81,998,0.003369755,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,118703
146,"Norwich--New London, CT--RI Urbanized Area",0.051369113,0.227956589,0.264399087,0.362351188,0.450304566,0.524422121,0.589840295,0.664185146,0.748371722,0.839354945,0.922897122,0.176441412,0.269971894,0.423377366,0.55042236,0.69123714,0.794237554,0.83871253,0.734993528,0.788985543,0.858999777,0.906774127,-0.001080723,0.000987771,0.0842,0.008084553,0.00910424,0.000218114,0.008990678,0.000330465,0.065615615,0.193024452,0.262684691,0.443556222,0.610966837,0.700037462,0.76486574,0.821236499,0.877727899,0.939711606,0.97356073,0.245722472,0.346500205,0.520204666,0.651199345,0.785558739,0.879549734,0.916406058,0.634742604,0.702091617,0.804788312,0.845099053,400,71,1123,0.002343265,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,170702
147,"Ocala, FL Urbanized Area",0.065743435,0.271456283,0.297862234,0.374330914,0.451642055,0.521986752,0.592487032,0.668239041,0.748173564,0.8336776,0.916410949,0.193152888,0.327415398,0.556572015,0.704512955,0.835467441,0.91159834,0.932842137,0.676636361,0.772425947,0.936754866,0.956469496,0.015052289,0.004589339,0.109,0.015658863,0.009932869,0.000141582,0.013555052,0.000331079,0.087041162,0.262271112,0.289219103,0.426237312,0.552663346,0.637290239,0.709038203,0.777708826,0.836968904,0.89576993,0.943800262,0.26752219,0.430359407,0.64597088,0.793045778,0.890975471,0.935912291,0.948701412,0.599909203,0.718728262,0.919813428,0.941055437,400,71,1078,0.003310272,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,120836
148,"Odessa, TX Urbanized Area",0.079382686,0.309008521,0.342135762,0.435654727,0.530821764,0.613926706,0.684070904,0.749542801,0.81396683,0.882608861,0.948281379,0.195377169,0.294621752,0.467893639,0.593517162,0.732489687,0.831100635,0.869866892,0.385151937,0.844842529,0.88774227,0.898072279,0.007091516,0.015225844,0.0582,0.006554388,0.018117685,0.000649738,0.007144229,0.00012515,0.097688951,0.280857856,0.326493013,0.502054643,0.647569238,0.737591483,0.806133365,0.869148087,0.921728278,0.956360055,0.986670289,0.233818661,0.32635906,0.513519834,0.637444462,0.792211788,0.876727671,0.909268809,0.356489174,0.817448311,0.874639353,0.883534635,400,64,2047,0.003316035,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,120626
149,"Ogden--Layton, UT Urbanized Area",0.082191851,0.341118782,0.370692606,0.449789978,0.533039862,0.621602886,0.703423574,0.770642536,0.832128868,0.895263847,0.952906243,0.211310616,0.298162328,0.451824332,0.577486043,0.720851926,0.827297618,0.871374625,0.8145088,0.892113257,0.904219052,0.919755677,0.005147136,0.001985531,0.052,0.008786353,0.016837702,0.000265096,0.005443733,9.97E-05,0.092147537,0.292967726,0.327558845,0.49932298,0.65466877,0.757978646,0.837177869,0.88057025,0.918325649,0.950080078,0.978718758,0.255511122,0.364517524,0.556600228,0.694564393,0.823247041,0.904731517,0.936291506,0.76508392,0.864501854,0.878223479,0.896853313,400,76,2321,0.000792238,44,15,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,504899
150,"Oklahoma City, OK Urbanized Area",0.070994786,0.278151797,0.305670371,0.390694691,0.485923077,0.575577458,0.651705143,0.724390574,0.794277731,0.868078731,0.939885538,0.187869325,0.285646826,0.458995187,0.605217884,0.755039899,0.849486081,0.8852934,0.606219471,0.706381693,0.834436381,0.870464871,0.006828915,0.002728802,0.0574,0.0054626,0.014357474,0.000186511,0.008155623,0.000131974,0.080842916,0.256322293,0.297259302,0.454852158,0.602512357,0.710127637,0.783963175,0.840838129,0.890036034,0.934780743,0.97262324,0.24462537,0.352143205,0.553704224,0.704400843,0.833534996,0.905514223,0.927722907,0.560928931,0.658205725,0.816338773,0.847295829,400,50,1901,0.000512317,44,20,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,780767
151,"Olympia--Lacey, WA Urbanized Area",0.05636075,0.243696486,0.270113682,0.355647042,0.448397953,0.534336254,0.616428915,0.690522698,0.766124626,0.841643489,0.921995683,0.172091421,0.256587309,0.398968398,0.516853084,0.671457437,0.79454094,0.847287774,0.746692119,0.804153855,0.840556783,0.912326707,0.012797162,0.005072108,0.084,0.006572671,0.011683921,0.000222561,0.007731161,0.000225258,0.073578653,0.233233285,0.271517549,0.427337971,0.599576676,0.705714302,0.785440414,0.842068738,0.884742391,0.928323994,0.966180306,0.209659368,0.301498479,0.484583318,0.623998197,0.770263267,0.863454388,0.903113381,0.713049139,0.788166686,0.842803499,0.893421633,400,71,1460,0.002595768,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,154097
152,"Omaha, NE--IA Urbanized Area",0.070428226,0.283360515,0.313029328,0.391832319,0.483363189,0.572307649,0.648890636,0.723002057,0.796285573,0.872102025,0.940841019,0.175002912,0.264915474,0.418716602,0.560538388,0.721700831,0.828217191,0.870179488,0.744452757,0.822529946,0.912274578,0.939647614,0.003393699,0.000494586,0.0546,0.00886792,0.014864851,0.00010675,0.006867555,0.000123476,0.080083083,0.242662027,0.290919254,0.466632049,0.627592001,0.732398209,0.799464856,0.856739822,0.901401859,0.944208422,0.975485243,0.231160804,0.341623275,0.524429137,0.681496981,0.826509059,0.90084819,0.928720418,0.677056747,0.76636832,0.881385877,0.917756942,400,43,2427,0.000607638,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,658287
153,"Oxnard, CA Urbanized Area",0.070278733,0.279461826,0.310915518,0.40259466,0.492604783,0.574719045,0.651874601,0.72435666,0.798112362,0.872503357,0.943193989,0.181824885,0.302288881,0.495639922,0.626799735,0.74853729,0.834297787,0.870920041,0.324476877,0.777575916,0.801691929,0.859074821,-0.000912461,0.000981097,0.0896,0.011993331,0.012314895,0.000375506,0.006794702,0.000230969,0.086087563,0.260632032,0.291526825,0.428553012,0.574083047,0.679116453,0.756975778,0.817129496,0.872077775,0.925590224,0.967976102,0.187321071,0.304551095,0.515069974,0.640538415,0.767002101,0.858073157,0.895136815,0.350760886,0.733815479,0.771324059,0.83709591,400,100,3873,0.001224069,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,326779
154,"Palm Bay--Melbourne, FL Urbanized Area",0.050389777,0.235590528,0.264453055,0.337615946,0.409705084,0.476289434,0.542934855,0.613984107,0.704877804,0.810108935,0.911096688,0.184417684,0.300826232,0.487049537,0.624825978,0.761331841,0.845977126,0.882249694,0.753312443,0.829227042,0.931656014,0.955377909,0.016825056,0.006068191,0.1022,0.018126224,0.009179107,0.000114428,0.011883221,0.000292486,0.067707504,0.253907287,0.290117683,0.407366131,0.526034204,0.611410736,0.677532771,0.743061084,0.816941304,0.891902829,0.953610094,0.230919058,0.35381874,0.551562241,0.68020311,0.813560259,0.883781359,0.915753393,0.72317334,0.801497534,0.914088379,0.935882427,400,71,1553,0.001110396,44,15,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,360232
155,"Palm Coast--Daytona Beach--Port Orange, FL Urbanized Area",0.046578393,0.213769067,0.244227054,0.325324141,0.398923419,0.461788257,0.524536026,0.603392723,0.684875451,0.7860274,0.891044177,0.197317886,0.32644951,0.529489099,0.671494183,0.811832496,0.890109273,0.918035354,0.774155923,0.819444694,0.939784169,0.960436969,0.019853828,0.005213566,0.091,0.01812181,0.009035103,6.31E-05,0.012480566,0.00023401,0.054165738,0.201078768,0.244733206,0.378424642,0.480497481,0.548852137,0.615178532,0.683403914,0.75140641,0.832924709,0.916012125,0.256043107,0.379767974,0.589270989,0.721755185,0.844250945,0.912214829,0.931906463,0.754453906,0.805179364,0.937313162,0.95734819,400,71,1457,0.001530321,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,261383
156,"Panama City, FL Urbanized Area",0.05748974,0.241679695,0.270570321,0.352428181,0.440223764,0.518728422,0.588852518,0.666358869,0.750099342,0.840783988,0.928250603,0.200149013,0.311752748,0.503829278,0.653197811,0.791419767,0.869940671,0.902718116,0.75840275,0.805443748,0.925673674,0.949159521,0.01644852,0.003356615,0.0854,0.013646978,0.012525668,0.000131038,0.009848794,0.000251589,0.079390409,0.244993241,0.281152008,0.423912589,0.558311151,0.659226792,0.733363065,0.808823324,0.864444692,0.914811924,0.967165136,0.219114197,0.328424619,0.576953867,0.732983952,0.860408832,0.915347954,0.937539561,0.731195358,0.796749551,0.914364157,0.942221443,400,57,1336,0.003257117,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,122808
157,"Pensacola, FL--AL Urbanized Area",0.058968764,0.243598768,0.288858824,0.393577651,0.480962797,0.555378984,0.622001072,0.690124316,0.76472324,0.850097595,0.930333638,0.210232732,0.319542178,0.507533908,0.664183376,0.802907805,0.883642628,0.913623665,0.682639266,0.718017601,0.907925445,0.936789983,0.013071226,0.001640512,0.0956,0.017839282,0.011797596,0.000154604,0.009879626,0.000224965,0.068848348,0.227912737,0.319945982,0.512261453,0.644481646,0.733269441,0.796137199,0.840506203,0.892066228,0.935725777,0.973457633,0.27267339,0.424547633,0.632280844,0.766521875,0.867046003,0.92587277,0.944458557,0.634595819,0.690049108,0.869835622,0.897771047,400,62,1270,0.00135361,44,15,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,295506
158,"Peoria, IL Urbanized Area",0.063643057,0.267036243,0.297566136,0.377768462,0.46186988,0.546640404,0.622468905,0.696617026,0.770266227,0.84992664,0.930831215,0.193657262,0.283561683,0.452884504,0.586879852,0.735844774,0.83333846,0.87374984,0.781369916,0.805353732,0.931310691,0.960257147,-0.006632006,0.004337812,0.0798,0.006046487,0.012934914,0.000154798,0.009849065,0.000242578,0.070861899,0.225411476,0.291839838,0.47045109,0.60715448,0.708656334,0.781588284,0.848208712,0.898796916,0.941371676,0.975170059,0.28011607,0.380520491,0.568986423,0.705010759,0.830963111,0.904789273,0.927505555,0.700889357,0.724134487,0.890275995,0.941000814,400,29,1556,0.001791449,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,223283
159,"Port Arthur, TX Urbanized Area",0.06385125,0.257965245,0.285053016,0.366959774,0.453817139,0.54195688,0.619297895,0.695563998,0.775182622,0.862247452,0.941300808,0.221713615,0.340792601,0.509515236,0.631462494,0.764996519,0.853228887,0.887741535,0.527057185,0.695127858,0.911974637,0.949666684,-0.000217663,0.002498967,0.0924,0.011876026,0.013811328,0.000423462,0.010098087,0.000170387,0.079444496,0.239206334,0.273574613,0.413354531,0.547873999,0.666908258,0.747576296,0.815603666,0.87460644,0.931341376,0.975365504,0.265967302,0.395808818,0.589006284,0.720450164,0.828058887,0.898350066,0.921359005,0.470201419,0.66734472,0.921585017,0.950336931,400,57,1260,0.00300675,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,133034
160,"Port St. Lucie, FL Urbanized Area",0.055761734,0.255248749,0.282950762,0.353191524,0.422097657,0.490453679,0.561607679,0.638613043,0.725202667,0.819528395,0.913884609,0.19345266,0.315578472,0.509202228,0.653050039,0.790975541,0.867504111,0.899250447,0.662342178,0.77958122,0.93050539,0.946214795,0.01962393,0.004526575,0.112,0.025612497,0.009381176,0.000113301,0.011096648,0.000205797,0.072133202,0.244615735,0.274202612,0.380699423,0.498936817,0.593499392,0.660274909,0.737439247,0.797809083,0.874567132,0.940226306,0.246614094,0.375323453,0.566585143,0.702319399,0.815952429,0.892653897,0.923024159,0.640050231,0.767449956,0.912508662,0.927948884,400,86,1419,0.001354954,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,295213
161,"Portland, ME Urbanized Area",0.04917798,0.214790893,0.248905002,0.335361259,0.430557707,0.511567213,0.584075269,0.663612744,0.747853966,0.836386674,0.924745859,0.187191647,0.283643694,0.448225278,0.582573992,0.730016992,0.833561467,0.874778284,0.889109232,0.908951856,0.945251483,0.971459736,0.005012553,0.00150059,0.0552,0.006852737,0.009532521,0.000160443,0.00902029,0.000267022,0.054990892,0.156466644,0.21601415,0.404234536,0.594783389,0.700810475,0.767480662,0.822893952,0.88218274,0.931724702,0.966656987,0.255892875,0.355973733,0.54080295,0.687616387,0.820163187,0.898375478,0.925058806,0.885417391,0.897754918,0.944692133,0.9679125,400,57,1264,0.00232917,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,171735
162,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",0.06203332,0.270633982,0.313632369,0.405736618,0.473254033,0.541121962,0.608783738,0.685918688,0.772643286,0.859279297,0.937480007,0.199598534,0.286251746,0.42672357,0.539920657,0.664379973,0.76449208,0.814199666,0.675676395,0.754252111,0.867061562,0.902223566,-0.002397242,0.001035238,0.0796,0.009243376,0.011853391,0.000154158,0.007757087,0.000205695,0.063680217,0.202984241,0.294542304,0.451409041,0.582802744,0.697111857,0.771381774,0.832695048,0.883650583,0.938700927,0.976628811,0.303381033,0.393356611,0.547879749,0.658155266,0.773477661,0.858112793,0.89419047,0.564914968,0.648897311,0.825624178,0.880083416,400,54,1118,0.001093646,44,18,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,365749
163,"Provo--Orem, UT Urbanized Area",0.091284541,0.355781444,0.402758983,0.544315779,0.629578986,0.711097535,0.782995649,0.839737039,0.887409396,0.930057482,0.969053381,0.295582348,0.396211279,0.540371804,0.647735566,0.762203344,0.842829814,0.877852383,0.827194051,0.915936945,0.921984578,0.937131018,0.006150121,0.004835839,0.0578,0.011160645,0.020922552,0.000379293,0.003697571,7.90E-05,0.084208717,0.224097097,0.315877949,0.654720724,0.790572748,0.864928724,0.909681649,0.936387714,0.958151532,0.973869223,0.989286195,0.422341875,0.552512028,0.705270304,0.804231111,0.887080038,0.933619159,0.951891507,0.812603339,0.900919896,0.908608662,0.927445321,400,86,2765,0.000856216,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,467172
